,Lapwing_ID,Spur_mm,Wing_mm,Tail_mm,Leg_mm,Total SMI,Test_Number,Box_time,Fields 1,Urban,Bare_Ground,Clouds,Fields 2,Natural,Fields 3,Snow,mataim,WaterPonds,dirt road,Main roads,Experiment,Date,Time,Trial_order,Weight,Year,Sex,Nest_X,Nest_Y,Initial_weight,UrbanizationScore,Months,WeightLoss,LTEBinomial,Experiment SMI
165,33932,10.9,206,95,75.5,181.8959536,1,1.3,54.2,44.26,0,0,0,0,1.54,0,0,0,0,0,LTE,13/07/2021,10:23:00,6,175,2021,Male,32.148215,34.933268,182,11.51,7,-3.846153846,0,174.9306266
166,33932,10.9,206,95,75.5,181.8959536,2,3.4,54.2,44.26,0,0,0,0,1.54,0,0,0,0,0,LTE,20/07/2021,12:16:00,10,173,2021,Male,32.148215,34.933268,182,11.51,7,-4.945054945,0,172.9314194
167,33932,10.9,206,95,75.5,181.8959536,3,9.59,54.2,44.26,0,0,0,0,1.54,0,0,0,0,0,LTE,26/07/2021,11:38:00,9,182,2021,Male,32.148215,34.933268,182,11.51,7,0,0,181.9278516
168,33933,7.7,210,95,76,163.8146368,2,93.83,54.2,44.26,0,0,0,0,1.54,0,0,0,0,0,LTE,20/07/2021,9:42:00,5,153,2021,Female,32.148215,34.933268,167,11.51,7,-8.383233533,0,150.970569
169,33933,7.7,210,95,76,163.8146368,1,600,54.2,44.26,0,0,0,0,1.54,0,0,0,0,0,LTE,13/07/2021,8:01:00,1,156,2021,Female,32.148215,34.933268,167,11.51,7,-6.586826347,1,153.9307763
170,33933,7.7,210,95,76,163.8146368,3,600,54.2,44.26,0,0,0,0,1.54,0,0,0,0,0,LTE,26/07/2021,11:04:00,8,153,2021,Female,32.148215,34.933268,167,11.51,7,-8.383233533,1,150.970569
171,33934,5.6,210,96,78.3,184.4140822,3,2.4,66.34,33.66,0,0,0,0,0,0,0,0,0,0,LTE,02/08/2021,8:01:00,1,163,2021,Female,31.893447,34.749424,188,49.84,8,-13.29787234,0,160.8379265
172,33934,5.6,210,96,78.3,184.4140822,1,510.62,66.34,33.66,0,0,0,0,0,0,0,0,0,0,LTE,20/07/2021,7:58:00,1,159,2021,Female,31.893447,34.749424,188,49.84,7,-15.42553191,1,156.8909835
173,33934,5.6,210,96,78.3,184.4140822,2,472.84,66.34,33.66,0,0,0,0,0,0,0,0,0,0,LTE,26/07/2021,10:01:00,6,162,2021,Female,31.893447,34.749424,188,49.84,7,-13.82978723,1,159.8511907
174,33935,9.8,215,95,79.1,184.0805301,1,10.85,66.34,33.66,0,0,0,0,0,0,0,0,0,0,LTE,20/07/2021,8:29:00,2,175,2021,Male,31.893447,34.749424,192,49.84,7,-8.854166667,0,169.9628776
175,33935,9.8,215,95,79.1,184.0805301,2,1.4,66.34,33.66,0,0,0,0,0,0,0,0,0,0,LTE,26/07/2021,7:55:00,1,198,2021,Male,31.893447,34.749424,192,49.84,7,3.125,0,192.3008558
176,33935,9.8,215,95,79.1,184.0805301,3,7.41,66.34,33.66,0,0,0,0,0,0,0,0,0,0,LTE,02/08/2021,10:59:00,7,180,2021,Male,31.893447,34.749424,192,49.84,8,-6.25,0,174.8189598
177,33936,5.5,202,91,79.2,177.2455956,1,2.9,92.49,7.38,0,0,0,0,0.13,0,0,0,0,0,LTE,20/07/2021,8:53:00,3,159,2021,Female,31.896291,34.747267,174,0.36,7,-8.620689655,0,161.0505485
178,33936,5.5,202,91,79.2,177.2455956,2,78.5,92.49,7.38,0,0,0,0,0.13,0,0,0,0,0,LTE,26/07/2021,8:43:00,3,157,2021,Female,31.896291,34.747267,174,0.36,7,-9.770114943,0,159.0247555
179,33936,5.5,202,91,79.2,177.2455956,3,55.85,92.49,7.38,0,0,0,0,0.13,0,0,0,0,0,LTE,02/08/2021,11:48:00,9,159,2021,Female,31.896291,34.747267,174,0.36,8,-8.620689655,0,161.0505485
180,33937,7.8,211,97,82.7,172.8242965,3,50.42,94.37,5.06,0,0,0,0,0.57,0,0,0,0,0,LTE,02/08/2021,9:43:00,5,170,2021,Female,31.896682,34.746136,177,0,8,-3.95480226,0,167.2090557
181,33937,7.8,211,97,82.7,172.8242965,1,594.65,94.37,5.06,0,0,0,0,0.57,0,0,0,0,0,LTE,20/07/2021,10:34:00,7,163,2021,Female,31.896682,34.746136,177,0,7,-7.90960452,1,160.323977
182,33937,7.8,211,97,82.7,172.8242965,2,10.2,94.37,5.06,0,0,0,0,0.57,0,0,0,0,0,LTE,26/07/2021,8:19:00,2,171,2021,Female,31.896682,34.746136,177,0,7,-3.389830508,0,168.1926384
183,33938,8.2,202,90,76.1,194.5626941,1,1.5,92.49,7.38,0,0,0,0,0.13,0,0,0,0,0,LTE,20/07/2021,10:08:00,6,170,2021,Male,31.896291,34.747267,191,0.36,7,-10.9947644,0,172.1924104
184,33938,8.2,202,90,76.1,194.5626941,2,114.42,92.49,7.38,0,0,0,0,0.13,0,0,0,0,0,LTE,26/07/2021,9:39:00,5,176,2021,Male,31.896291,34.747267,191,0.36,7,-7.853403141,0,178.2697896
185,33938,8.2,202,90,76.1,194.5626941,3,272.99,92.49,7.38,0,0,0,0,0.13,0,0,0,0,0,LTE,02/08/2021,8:49:00,3,179,2021,Male,31.896291,34.747267,191,0.36,8,-6.282722513,1,181.3084792
186,33939,8.9,209,93,80.3,173.4455532,2,289.59,92.53,6.41,0,0,0,0,0.57,0,0.49,0,0,0,LTE,26/07/2021,10:39:00,7,161,2021,Female,31.897508,34.745652,176,0,7,-8.522727273,1,159.3761605
187,33939,8.9,209,93,80.3,173.4455532,1,600,92.53,6.41,0,0,0,0,0.57,0,0.49,0,0,0,LTE,20/07/2021,11:11:00,8,157,2021,Female,31.897508,34.745652,176,0,7,-10.79545455,1,155.4165044
188,33939,8.9,209,93,80.3,173.4455532,3,0,92.53,6.41,0,0,0,0,0.57,0,0.49,0,0,0,LTE,02/08/2021,12:14:00,10,160,2021,Female,31.897508,34.745652,176,0,8,-9.090909091,0,158.3862465
189,33946,10.3,214,98,79.6,195.5104532,1,3.1,44.61,55.39,0,0,0,0,0,0,0,0,0,0,LTE,02/08/2021,9:18:00,4,185,2021,Male,32.360706,34.924861,203,96.21,8,-8.866995074,0,180.2402673
190,33946,10.3,214,98,79.6,195.5104532,2,2.1,44.61,55.39,0,0,0,0,0,0,0,0,0,0,LTE,09/08/2021,8:48:00,3,183,2021,Male,32.360706,34.924861,203,96.21,8,-9.852216749,0,178.2917239
191,33946,10.3,214,98,79.6,195.5104532,3,0.1,44.61,55.39,0,0,0,0,0,0,0,0,0,0,LTE,16/08/2021,10:00:00,5,181,2021,Male,32.360706,34.924861,203,96.21,8,-10.83743842,0,176.3431804
192,33947,4.9,200,90,76,190.2816286,1,1.7,41.92,50.52,0,0,0,0,0,0,0,7.56,0,0,LTE,02/08/2021,10:35:00,6,173,2021,Female,32.361385,34.921145,185,61.02,8,-6.486486486,0,176.4097457
193,33947,4.9,200,90,76,190.2816286,2,22.95,41.92,50.52,0,0,0,0,0,0,0,7.56,0,0,LTE,09/08/2021,8:26:00,2,167,2021,Female,32.361385,34.921145,185,61.02,8,-9.72972973,0,170.2914887
194,33947,4.9,200,90,76,190.2816286,3,3.25,41.92,50.52,0,0,0,0,0,0,0,7.56,0,0,LTE,16/08/2021,8:22:00,1,170,2021,Female,32.361385,34.921145,185,61.02,8,-8.108108108,0,173.3506172
195,33948,11.1,210,99,78,181.4713042,1,1.8,57.52,32.76,0,0,0,0,0,0,0,9.71,0,0,LTE,02/08/2021,8:25:00,2,178,2021,Male,32.364954,34.920902,185,46.3,8,-3.783783784,0,175.6389627
196,33948,11.1,210,99,78,181.4713042,2,2.2,57.52,32.76,0,0,0,0,0,0,0,9.71,0,0,LTE,09/08/2021,8:03:00,1,171,2021,Male,32.364954,34.920902,185,46.3,8,-7.567567568,0,168.7318124
197,33948,11.1,210,99,78,181.4713042,3,0.7,57.52,32.76,0,0,0,0,0,0,0,9.71,0,0,LTE,16/08/2021,8:46:00,2,179,2021,Male,32.364954,34.920902,185,46.3,8,-3.243243243,0,176.6256984
198,33949,7.5,206,95,77.8,188.8919518,3,2.46,44.61,55.39,0,0,0,0,0,0,0,0,0,0,LTE,16/08/2021,9:34:00,4,178,2021,Female,32.360706,34.924861,189,96.21,8,-5.82010582,0,177.9294373
199,33949,7.5,206,95,77.8,188.8919518,1,2.3,44.61,55.39,0,0,0,0,0,0,0,0,0,0,LTE,02/08/2021,11:24:00,8,174,2021,Female,32.360706,34.924861,189,96.21,8,-7.936507937,0,173.931023
200,33949,7.5,206,95,77.8,188.8919518,2,2.15,44.61,55.39,0,0,0,0,0,0,0,0,0,0,LTE,09/08/2021,9:36:00,5,172,2021,Female,32.360706,34.924861,189,96.21,8,-8.994708995,0,171.9318158
201,33950,6.5,202,90,80.5,165.0217615,2,2.47,57.52,32.76,0,0,0,0,0,0,0,9.71,0,0,LTE,09/08/2021,9:12:00,4,155,2021,Female,32.364954,34.920902,162,46.3,8,-4.320987654,0,156.9989624
202,33950,6.5,202,90,80.5,165.0217615,3,1.56,57.52,32.76,0,0,0,0,0,0,0,9.71,0,0,LTE,16/08/2021,9:10:00,3,165,2021,Female,32.364954,34.920902,162,46.3,8,1.851851852,0,167.1279277
203,33950,6.5,202,90,80.5,165.0217615,1,76,57.52,32.76,0,0,0,0,0,0,0,9.71,0,0,LTE,02/08/2021,12:38:00,11,154,2021,Female,32.364954,34.920902,162,46.3,8,-4.938271605,0,155.9860659
204,50551,9.1,211,98,81.4,199.1873248,1,17.64,17.73,0,0,0,7.04,0,0,0,0,74.03,1.2,0,LTE,07/06/2022,8:05:00,2,192,2022,Male,32.529216,35.412536,204,0,6,-5.882352941,0,188.8478747
205,50551,9.1,211,98,81.4,199.1873248,2,30.4,17.73,0,0,0,7.04,0,0,0,0,74.03,1.2,0,LTE,13/06/2022,9:09:00,3,194,2022,Male,32.529216,35.412536,204,0,6,-4.901960784,0,190.8150401
206,50551,9.1,211,98,81.4,199.1873248,3,25.77,17.73,0,0,0,7.04,0,0,0,0,74.03,1.2,0,LTE,21/06/2022,9:27:00,4,183,2022,Male,32.529216,35.412536,204,0,6,-10.29411765,0,179.9956306
207,50552,7.6,200,90,74,168.6820924,1,264.38,17.73,0,0,0,7.04,0,0,0,0,74.03,1.2,0,LTE,07/06/2022,12:08:00,9,158,2022,Female,32.529216,35.412536,164,0,6,-3.658536585,1,161.114103
208,50552,7.6,200,90,74,168.6820924,2,85.83,17.73,0,0,0,7.04,0,0,0,0,74.03,1.2,0,LTE,13/06/2022,11:34:00,8,154,2022,Female,32.529216,35.412536,164,0,6,-6.097560976,0,157.035265
209,50552,7.6,200,90,74,168.6820924,3,21.82,17.73,0,0,0,7.04,0,0,0,0,74.03,1.2,0,LTE,21/06/2022,12:43:00,10,160,2022,Female,32.529216,35.412536,164,0,6,-2.43902439,0,163.1535221
210,50553,9.7,210,91,77.3,183.4331562,1,5.95,7.39,0,0,0,0,3.22,0,0,0,89.13,0.26,0,LTE,07/06/2022,9:10:00,4,176,2022,Male,32.538802,35.410296,187,0,6,-5.882352941,0,173.6654912
211,50553,9.7,210,91,77.3,183.4331562,2,60.07,7.39,0,0,0,0,3.22,0,0,0,89.13,0.26,0,LTE,13/06/2022,8:09:00,1,170,2022,Male,32.538802,35.410296,187,0,6,-9.090909091,0,167.7450767
212,50553,9.7,210,91,77.3,183.4331562,3,185.93,7.39,0,0,0,0,3.22,0,0,0,89.13,0.26,0,LTE,21/06/2022,10:35:00,6,167,2022,Male,32.538802,35.410296,187,0,6,-10.69518717,0,164.7848695
213,50559,8.3,209,94,77.1,185.2713863,1,427.72,0,98.33,0,0,0,0,0,0,0,0,1.67,0,LTE,21/06/2022,8:30:00,2,172,2022,Female,32.504095,35.45973,188,91.95,6,-8.510638298,1,170.265215
214,50559,8.3,209,94,77.1,185.2713863,2,482.04,0,98.33,0,0,0,0,0,0,0,0,1.67,0,LTE,28/06/2022,9:25:00,4,175,2022,Female,32.504095,35.45973,188,91.95,6,-6.914893617,1,173.2349571
215,50559,8.3,209,94,77.1,185.2713863,3,254.13,0,98.33,0,0,0,0,0,0,0,0,1.67,0,LTE,05/07/2022,10:09:00,8,174,2022,Female,32.504095,35.45973,188,91.95,7,-7.446808511,1,172.245043
216,50560,8.5,210,90,80.2,167.7383407,1,274.25,0,27.05,0,0,0,0.1,0,0,0,63.21,3.37,6.27,LTE,21/06/2022,11:47:00,8,168,2022,Female,32.501736,35.463026,171,27.28,6,-1.754385965,1,165.7716052
217,50560,8.5,210,90,80.2,167.7383407,2,1.96,0,27.05,0,0,0,0.1,0,0,0,63.21,3.37,6.27,LTE,28/06/2022,9:00:00,3,167,2022,Female,32.501736,35.463026,171,27.28,6,-2.339181287,0,164.7848695
218,50560,8.5,210,90,80.2,167.7383407,3,195.76,0,27.05,0,0,0,0.1,0,0,0,63.21,3.37,6.27,LTE,05/07/2022,8:43:00,5,164,2022,Female,32.501736,35.463026,171,27.28,7,-4.093567251,0,161.8246622
219,50561,6.4,202,93,77.4,180.3015542,1,83.47,91.71,4.54,0,0,0,0,0,0,0,0,3.75,0,LTE,21/06/2022,12:17:00,9,163,2022,Female,32.546349,35.432439,177,13.01,6,-7.90960452,0,165.1021347
220,50561,6.4,202,93,77.4,180.3015542,2,58.53,91.71,4.54,0,0,0,0,0,0,0,0,3.75,0,LTE,28/06/2022,8:08:00,1,173,2022,Female,32.546349,35.432439,177,13.01,6,-2.259887006,0,175.2311
221,50561,6.4,202,93,77.4,180.3015542,3,109.9,91.71,4.54,0,0,0,0,0,0,0,0,3.75,0,LTE,05/07/2022,9:12:00,6,164,2022,Female,32.546349,35.432439,177,13.01,7,-7.344632768,0,166.1150312
222,50562,12.5,212,96,78.1,177.8637313,1,308.7,0,90.55,0,0,0,0,4.43,0,0,0.02,5,0,LTE,21/06/2022,7:58:00,1,169,2022,Male,32.496584,35.476612,183,75.04,6,-7.650273224,1,165.6968154
223,50562,12.5,212,96,78.1,177.8637313,2,91.39,0,90.55,0,0,0,0,4.43,0,0,0.02,5,0,LTE,28/06/2022,8:34:00,2,171,2022,Male,32.496584,35.476612,183,75.04,6,-6.557377049,0,167.6577244
224,50562,12.5,212,96,78.1,177.8637313,3,106.22,0,90.55,0,0,0,0,4.43,0,0,0.02,5,0,LTE,05/07/2022,11:38:00,11,170,2022,Male,32.496584,35.476612,183,75.04,7,-7.103825137,0,166.6772699
225,50563,7.6,208,94,72,198.0178899,1,89.13,0,90.55,0,0,0,0,4.43,0,0,0.02,5,0,LTE,21/06/2022,9:02:00,3,168,2022,Female,32.496584,35.476612,200,75.04,6,-16,0,166.8438056
226,50563,7.6,208,94,72,198.0178899,2,244.41,0,90.55,0,0,0,0,4.43,0,0,0.02,5,0,LTE,28/06/2022,10:13:00,5,169,2022,Female,32.496584,35.476612,200,75.04,6,-15.5,1,167.8369235
227,50563,7.6,208,94,72,198.0178899,3,338.22,0,90.55,0,0,0,0,4.43,0,0,0.02,5,0,LTE,05/07/2022,9:38:00,7,166,2022,Female,32.496584,35.476612,200,75.04,7,-17,1,164.8575698
228,50564,10.5,198,89,74,202.535367,1,105.9,7.03,51.68,0,0,0,0,39.35,0,0,0,1.94,0,LTE,05/07/2022,7:42:00,3,179,2022,Male,32.475804,35.479851,195,50.35,7,-8.205128205,0,183.7681102
229,50564,10.5,198,89,74,202.535367,2,0.35,7.03,51.68,0,0,0,0,39.35,0,0,0,1.94,0,LTE,12/07/2022,7:10:00,1,193,2022,Male,32.475804,35.479851,195,50.35,7,-1.025641026,0,198.141035
230,50564,10.5,198,89,74,202.535367,3,76.37,7.03,51.68,0,0,0,0,39.35,0,0,0,1.94,0,LTE,19/07/2022,8:32,4,180,2022,Male,32.475804,35.479851,195,50.35,7,-7.692307692,0,184.7947477
231,50565,7.7,199,94,75.7,174.67352,1,10.44,89.94,0,0,0,0,0.06,0,0,0,8.46,1.01,0.53,LTE,05/07/2022,12:06:00,12,160,2022,Male,32.494868,35.468137,169,10.87,7,-5.325443787,0,163.7054293
232,50565,7.7,199,94,75.7,174.67352,2,75.88,89.94,0,0,0,0,0.06,0,0,0,8.46,1.01,0.53,LTE,12/07/2022,8:51:00,5,169,2022,Male,32.494868,35.468137,169,10.87,7,0,0,172.9138597
233,50565,7.7,199,94,75.7,174.67352,3,481.73,89.94,0,0,0,0,0.06,0,0,0,8.46,1.01,0.53,LTE,19/07/2022,7:35,2,166,2022,Male,32.494868,35.468137,169,10.87,7,-1.775147929,1,169.8443829
234,50566,7.4,200,94,76,176.9104871,1,600,89.94,0,0,0,0,0.06,0,0,0,8.46,1.01,0.53,LTE,05/07/2022,8:09:00,4,161,2022,Female,32.494868,35.468137,172,10.87,7,-6.395348837,1,164.1732316
235,50566,7.4,200,94,76,176.9104871,2,600,89.94,0,0,0,0,0.06,0,0,0,8.46,1.01,0.53,LTE,12/07/2022,9:40:00,7,168,2022,Female,32.494868,35.468137,172,10.87,7,-2.325581395,1,171.3111982
236,50566,7.4,200,94,76,176.9104871,3,25.32,89.94,0,0,0,0,0.06,0,0,0,8.46,1.01,0.53,LTE,19/07/2022,9:32,6,166,2022,Female,32.494868,35.468137,172,10.87,7,-3.488372093,0,169.2717791
237,50572,7.5,204,92,75.8,173.5390009,1,286.76,72.74,1.96,0,0,0,21.92,0,0,0,3.38,0,0,LTE,05/07/2022,10:38:00,9,164,2022,Female,32.544543,35.396629,172,6.12,7,-4.651162791,1,165.016066
238,50572,7.5,204,92,75.8,173.5390009,2,103.03,72.74,1.96,0,0,0,21.92,0,0,0,3.38,0,0,LTE,12/07/2022,7:34:00,2,162,2022,Female,32.544543,35.396629,172,6.12,7,-5.813953488,0,163.003675
239,50572,7.5,204,92,75.8,173.5390009,3,43.65,72.74,1.96,0,0,0,21.92,0,0,0,3.38,0,0,LTE,19/07/2022,7:09,1,162,2022,Female,32.544543,35.396629,172,6.12,7,-5.813953488,0,163.003675
240,50573,12,205,110,76.9,180.7497196,1,323.69,72.74,1.96,0,0,0,21.92,0,0,0,3.38,0,0,LTE,05/07/2022,11:07:00,10,163,2022,Male,32.544543,35.396629,180,6.12,7,-9.444444444,1,163.4704339
241,50573,12,205,110,76.9,180.7497196,2,146.46,72.74,1.96,0,0,0,21.92,0,0,0,3.38,0,0,LTE,12/07/2022,8:01:00,3,161,2022,Male,32.544543,35.396629,180,6.12,7,-10.55555556,0,161.4646617
242,50573,12,205,110,76.9,180.7497196,3,310.33,72.74,1.96,0,0,0,21.92,0,0,0,3.38,0,0,LTE,19/07/2022,9:01,5,159,2022,Male,32.544543,35.396629,180,6.12,7,-11.66666667,1,159.4588895
243,50574,10.2,199,93,78.7,190.1770868,1,600,100,0,0,0,0,0,0,0,0,0,0,0,LTE,05/07/2022,7:07:00,2,176,2022,Male,32.534612,35.468487,184,0,7,-4.347826087,1,180.0759722
244,50574,10.2,199,93,78.7,190.1770868,2,3.57,100,0,0,0,0,0,0,0,0,0,0,0,LTE,12/07/2022,9:16:00,6,171,2022,Male,32.534612,35.468487,184,0,7,-7.065217391,0,174.9601775
245,50574,10.2,199,93,78.7,190.1770868,3,2.2,100,0,0,0,0,0,0,0,0,0,0,0,LTE,19/07/2022,8:07,3,173,2022,Male,32.534612,35.468487,184,0,7,-5.97826087,0,177.0064954
246,50575,8,205,95,81.4,181.7538848,1,2.4,100,0,0,0,0,0,0,0,0,0,0,0,LTE,05/07/2022,6:43:00,1,166,2022,Female,32.534612,35.468487,181,0,7,-8.287292818,0,166.4790922
247,50575,8,205,95,81.4,181.7538848,2,2.07,100,0,0,0,0,0,0,0,0,0,0,0,LTE,12/07/2022,8:27:00,4,174,2022,Female,32.534612,35.468487,181,0,7,-3.867403315,0,174.502181
248,50575,8,205,95,81.4,181.7538848,3,6.07,100,0,0,0,0,0,0,0,0,0,0,0,LTE,19/07/2022,10:07,7,173,2022,Female,32.534612,35.468487,181,0,7,-4.419889503,0,173.4992949
